; Number of ROIs: 4
; File Dimension: 2000 x 2000
;
; ROI name: Water
; ROI rgb value: {0, 0, 255}
; ROI npts: 651
;
; ROI name: Vegetation
; ROI rgb value: {0, 255, 0}
; ROI npts: 1943
;
; ROI name: Desert
; ROI rgb value: {255, 255, 0}
; ROI npts: 1010
;
; ROI name: Urban
; ROI rgb value: {255, 0, 0}
; ROI npts: 721
;
; File X, File Y, Map X, Map Y, Lat, Lon, B1, B2, B3, B4, B5, B6, B7, B8, B9, B10
  396,   198,  174135.0000,  3438105.0000,  31.03153786,  29.58641688,  -0.474227,  0.622816,  -0.347777,  0.141635,  0.118640,  0.065878,  0.031641,  0.015312,  0.005461,  0.003533
  397,   198,  174165.0000,  3438105.0000,  31.03154617,  29.58673067,  -0.467182,  0.623887,  -0.346330,  0.141474,  0.118908,  0.065878,  0.031427,  0.015258,  0.005541,  0.003614
  398,   198,  174195.0000,  3438105.0000,  31.03155448,  29.58704446,  -0.476006,  0.623802,  -0.350086,  0.143615,  0.121478,  0.065745,  0.031641,  0.015232,  0.005407,  0.003614
  399,   198,  174225.0000,  3438105.0000,  31.03156279,  29.58735825,  -0.490957,  0.613401,  -0.342825,  0.141420,  0.118105,  0.064460,  0.031561,  0.015446,  0.005273,  0.003614
  377,   199,  173565.0000,  3438075.0000,  31.03110964,  29.58046453,  -0.476659,  0.609740,  -0.333333,  0.144472,  0.122200,  0.066360,  0.032176,  0.016088,  0.005702,  0.003614
  378,   199,  173595.0000,  3438075.0000,  31.03111797,  29.58077832,  -0.471464,  0.610381,  -0.339644,  0.143830,  0.121826,  0.065611,  0.032203,  0.015874,  0.005702,  0.003748
  379,   199,  173625.0000,  3438075.0000,  31.03112629,  29.58109211,  -0.469734,  0.614236,  -0.327424,  0.146185,  0.124369,  0.067993,  0.032069,  0.016249,  0.005862,  0.003587
  380,   199,  173655.0000,  3438075.0000,  31.03113461,  29.58140589,  -0.455215,  0.615310,  -0.335202,  0.144686,  0.122013,  0.066655,  0.031882,  0.015874,  0.005943,  0.003533
  381,   199,  173685.0000,  3438075.0000,  31.03114293,  29.58171968,  -0.483791,  0.607261,  -0.332211,  0.142732,  0.119764,  0.065182,  0.031775,  0.015928,  0.005541,  0.003614
  382,   199,  173715.0000,  3438075.0000,  31.03115125,  29.58203347,  -0.511451,  0.609211,  -0.329949,  0.142866,  0.119952,  0.065477,  0.031561,  0.015901,  0.005140,  0.003614
  383,   199,  173745.0000,  3438075.0000,  31.03115957,  29.58234726,  -0.459325,  0.616195,  -0.342728,  0.143107,  0.120434,  0.065718,  0.031882,  0.015606,  0.005782,  0.003721
  384,   199,  173775.0000,  3438075.0000,  31.03116789,  29.58266105,  -0.521165,  0.624060,  -0.346591,  0.144285,  0.122120,  0.066494,  0.031721,  0.015392,  0.004845,  0.003801
  385,   199,  173805.0000,  3438075.0000,  31.03117621,  29.58297484,  -0.484117,  0.618051,  -0.339740,  0.145034,  0.122495,  0.066226,  0.031721,  0.015633,  0.005434,  0.003533
  386,   199,  173835.0000,  3438075.0000,  31.03118452,  29.58328863,  -0.489899,  0.617999,  -0.330686,  0.145623,  0.123967,  0.066896,  0.031400,  0.015794,  0.005407,  0.003400
  387,   199,  173865.0000,  3438075.0000,  31.03119284,  29.58360242,  -0.494283,  0.620155,  -0.329533,  0.145570,  0.124315,  0.067137,  0.031213,  0.015740,  0.005327,  0.003346
  388,   199,  173895.0000,  3438075.0000,  31.03120116,  29.58391621,  -0.480355,  0.619420,  -0.337117,  0.144713,  0.123084,  0.066521,  0.031534,  0.015633,  0.005488,  0.003480
  389,   199,  173925.0000,  3438075.0000,  31.03120947,  29.58423000,  -0.503137,  0.607084,  -0.322398,  0.143401,  0.120942,  0.065584,  0.031293,  0.016035,  0.005300,  0.003533
  390,   199,  173955.0000,  3438075.0000,  31.03121778,  29.58454379,  -0.471464,  0.605325,  -0.333708,  0.142009,  0.118212,  0.064567,  0.031775,  0.015874,  0.005702,  0.003453
  391,   199,  173985.0000,  3438075.0000,  31.03122610,  29.58485758,  -0.464721,  0.598801,  -0.331483,  0.140992,  0.116632,  0.064219,  0.032096,  0.016115,  0.005889,  0.003614
  392,   199,  174015.0000,  3438075.0000,  31.03123441,  29.58517137,  -0.484663,  0.596936,  -0.327404,  0.140136,  0.116097,  0.064165,  0.031962,  0.016195,  0.005621,  0.003453
  393,   199,  174045.0000,  3438075.0000,  31.03124272,  29.58548516,  -0.474875,  0.609837,  -0.335973,  0.140510,  0.116525,  0.064834,  0.031614,  0.015713,  0.005595,  0.003533
  394,   199,  174075.0000,  3438075.0000,  31.03125103,  29.58579895,  -0.474084,  0.618954,  -0.337876,  0.141019,  0.118346,  0.066307,  0.031534,  0.015606,  0.005568,  0.003507
  395,   199,  174105.0000,  3438075.0000,  31.03125934,  29.58611274,  -0.484694,  0.618611,  -0.340510,  0.141180,  0.119095,  0.066119,  0.031668,  0.015580,  0.005407,  0.003801
  396,   199,  174135.0000,  3438075.0000,  31.03126765,  29.58642653,  -0.494283,  0.613285,  -0.338211,  0.141635,  0.118239,  0.065664,  0.031828,  0.015740,  0.005327,  0.003694
  397,   199,  174165.0000,  3438075.0000,  31.03127596,  29.58674032,  -0.488021,  0.613748,  -0.336333,  0.142652,  0.119738,  0.065985,  0.031802,  0.015794,  0.005434,  0.003560
  398,   199,  174195.0000,  3438075.0000,  31.03128427,  29.58705411,  -0.492347,  0.614244,  -0.337111,  0.142759,  0.120380,  0.065530,  0.031587,  0.015660,  0.005327,  0.003641
  399,   199,  174225.0000,  3438075.0000,  31.03129257,  29.58736790,  -0.473685,  0.609692,  -0.332577,  0.141340,  0.118239,  0.064915,  0.031427,  0.015740,  0.005621,  0.003587
  377,   200,  173565.0000,  3438045.0000,  31.03083943,  29.58047419,  -0.470150,  0.611312,  -0.339665,  0.142893,  0.120086,  0.065584,  0.032096,  0.015820,  0.005702,  0.003641
  378,   200,  173595.0000,  3438045.0000,  31.03084775,  29.58078798,  -0.470298,  0.618129,  -0.339633,  0.146292,  0.124288,  0.067377,  0.032257,  0.015901,  0.005729,  0.003694
  379,   200,  173625.0000,  3438045.0000,  31.03085608,  29.58110177,  -0.467470,  0.620679,  -0.324084,  0.147899,  0.127179,  0.069653,  0.031935,  0.016302,  0.005916,  0.003667
  380,   200,  173655.0000,  3438045.0000,  31.03086440,  29.58141556,  -0.449205,  0.626734,  -0.335578,  0.145730,  0.125172,  0.069064,  0.031855,  0.015847,  0.006023,  0.003828
  381,   200,  173685.0000,  3438045.0000,  31.03087272,  29.58172934,  -0.463354,  0.616911,  -0.336712,  0.143160,  0.121317,  0.066548,  0.031775,  0.015767,  0.005782,  0.003614
  382,   200,  173715.0000,  3438045.0000,  31.03088104,  29.58204313,  -0.491824,  0.612418,  -0.329565,  0.142036,  0.119791,  0.066039,  0.031480,  0.015874,  0.005407,  0.003400
  383,   200,  173745.0000,  3438045.0000,  31.03088936,  29.58235692,  -0.480621,  0.623274,  -0.344769,  0.143589,  0.120942,  0.066093,  0.031480,  0.015339,  0.005381,  0.003667
  384,   200,  173775.0000,  3438045.0000,  31.03089768,  29.58267071,  -0.494164,  0.623653,  -0.344337,  0.145623,  0.123566,  0.066521,  0.031614,  0.015419,  0.005220,  0.003453
  385,   200,  173805.0000,  3438045.0000,  31.03090599,  29.58298450,  -0.478482,  0.620286,  -0.341230,  0.144981,  0.122789,  0.066708,  0.031828,  0.015633,  0.005514,  0.003507
  386,   200,  173835.0000,  3438045.0000,  31.03091431,  29.58329829,  -0.474723,  0.612945,  -0.329597,  0.144338,  0.123699,  0.066708,  0.031748,  0.016008,  0.005702,  0.003480
  387,   200,  173865.0000,  3438045.0000,  31.03092263,  29.58361207,  -0.483628,  0.612500,  -0.337458,  0.142652,  0.120648,  0.065611,  0.031828,  0.015767,  0.005488,  0.003641
  388,   200,  173895.0000,  3438045.0000,  31.03093094,  29.58392586,  -0.474875,  0.614070,  -0.343768,  0.143535,  0.120621,  0.065718,  0.032176,  0.015713,  0.005595,  0.003667
  389,   200,  173925.0000,  3438045.0000,  31.03093926,  29.58423965,  -0.464509,  0.609432,  -0.335218,  0.141367,  0.118961,  0.064861,  0.031614,  0.015740,  0.005755,  0.003480
  390,   200,  173955.0000,  3438045.0000,  31.03094757,  29.58455344,  -0.496903,  0.600133,  -0.328142,  0.141688,  0.117516,  0.064701,  0.031962,  0.016168,  0.005434,  0.003828
  391,   200,  173985.0000,  3438045.0000,  31.03095588,  29.58486723,  -0.469791,  0.609565,  -0.335193,  0.142197,  0.118265,  0.065771,  0.032042,  0.015954,  0.005755,  0.003560
  392,   200,  174015.0000,  3438045.0000,  31.03096420,  29.58518102,  -0.476015,  0.608738,  -0.331849,  0.141394,  0.118747,  0.066039,  0.032016,  0.016061,  0.005702,  0.003667
  393,   200,  174045.0000,  3438045.0000,  31.03097251,  29.58549481,  -0.481013,  0.618768,  -0.342327,  0.141447,  0.118961,  0.066494,  0.031962,  0.015660,  0.005488,  0.003587
  394,   200,  174075.0000,  3438045.0000,  31.03098082,  29.58580860,  -0.466837,  0.624060,  -0.345103,  0.141983,  0.119390,  0.066494,  0.031614,  0.015392,  0.005595,  0.003480
  395,   200,  174105.0000,  3438045.0000,  31.03098913,  29.58612239,  -0.471605,  0.616227,  -0.330337,  0.143401,  0.121906,  0.067190,  0.031694,  0.015954,  0.005729,  0.003533
  396,   200,  174135.0000,  3438045.0000,  31.03099744,  29.58643618,  -0.458016,  0.628646,  -0.343643,  0.143241,  0.121478,  0.067270,  0.031400,  0.015339,  0.005702,  0.003614
  397,   200,  174165.0000,  3438045.0000,  31.03100575,  29.58674997,  -0.480454,  0.614197,  -0.344500,  0.142384,  0.119684,  0.065745,  0.032230,  0.015713,  0.005514,  0.003614
  398,   200,  174195.0000,  3438045.0000,  31.03101405,  29.58706376,  -0.464509,  0.604041,  -0.338955,  0.141019,  0.117569,  0.063764,  0.031882,  0.015740,  0.005755,  0.003667
  399,   200,  174225.0000,  3438045.0000,  31.03102236,  29.58737755,  -0.488021,  0.604823,  -0.329926,  0.141099,  0.118105,  0.064138,  0.031346,  0.015794,  0.005434,  0.003587
  377,   201,  173565.0000,  3438015.0000,  31.03056922,  29.58048386,  -0.470808,  0.614207,  -0.337808,  0.145141,  0.122334,  0.066307,  0.032016,  0.015847,  0.005702,  0.003748
  378,   201,  173595.0000,  3438015.0000,  31.03057754,  29.58079765,  -0.462206,  0.626937,  -0.338936,  0.147952,  0.126751,  0.068877,  0.031989,  0.015794,  0.005809,  0.003801
  379,   201,  173625.0000,  3438015.0000,  31.03058586,  29.58111143,  -0.469490,  0.632513,  -0.343715,  0.147551,  0.127742,  0.070161,  0.032337,  0.015794,  0.005702,  0.003801
  380,   201,  173655.0000,  3438015.0000,  31.03059419,  29.58142522,  -0.482324,  0.634496,  -0.339336,  0.148648,  0.128330,  0.070269,  0.031855,  0.015713,  0.005488,  0.003748
  381,   201,  173685.0000,  3438015.0000,  31.03060251,  29.58173901,  -0.468514,  0.623385,  -0.339751,  0.144633,  0.121424,  0.067270,  0.031668,  0.015606,  0.005648,  0.003721
  382,   201,  173715.0000,  3438015.0000,  31.03061083,  29.58205279,  -0.477932,  0.616367,  -0.335224,  0.142866,  0.120112,  0.066093,  0.031507,  0.015687,  0.005541,  0.003587
  383,   201,  173745.0000,  3438015.0000,  31.03061915,  29.58236658,  -0.472441,  0.631043,  -0.352941,  0.144659,  0.123244,  0.066387,  0.031400,  0.015017,  0.005381,  0.003426
  384,   201,  173775.0000,  3438015.0000,  31.03062746,  29.58268037,  -0.488432,  0.618326,  -0.342046,  0.144392,  0.121692,  0.065718,  0.031614,  0.015499,  0.005327,  0.003400
  385,   201,  173805.0000,  3438015.0000,  31.03063578,  29.58299416,  -0.480355,  0.612347,  -0.335609,  0.142357,  0.119845,  0.065022,  0.031427,  0.015633,  0.005488,  0.003480
  386,   201,  173835.0000,  3438015.0000,  31.03064410,  29.58330794,  -0.469183,  0.610926,  -0.333714,  0.143268,  0.119443,  0.064727,  0.031293,  0.015633,  0.005648,  0.003560
  387,   201,  173865.0000,  3438015.0000,  31.03065241,  29.58362173,  -0.463171,  0.608420,  -0.340090,  0.140724,  0.116552,  0.064433,  0.031855,  0.015687,  0.005755,  0.003801
  388,   201,  173895.0000,  3438015.0000,  31.03066073,  29.58393552,  -0.476071,  0.611792,  -0.339346,  0.141822,  0.118479,  0.065129,  0.031802,  0.015687,  0.005568,  0.003721
  389,   201,  173925.0000,  3438015.0000,  31.03066904,  29.58424931,  -0.462987,  0.617830,  -0.343099,  0.142357,  0.119256,  0.066066,  0.031909,  0.015606,  0.005729,  0.003426
  390,   201,  173955.0000,  3438015.0000,  31.03067736,  29.58456309,  -0.477412,  0.607271,  -0.327778,  0.141929,  0.119068,  0.066280,  0.031989,  0.016195,  0.005729,  0.003667
  391,   201,  173985.0000,  3438015.0000,  31.03068567,  29.58487688,  -0.451415,  0.617752,  -0.340414,  0.142464,  0.119791,  0.066842,  0.032096,  0.015794,  0.005969,  0.003881
  392,   201,  174015.0000,  3438015.0000,  31.03069398,  29.58519067,  -0.452785,  0.612653,  -0.331849,  0.142545,  0.119791,  0.066869,  0.032016,  0.016061,  0.006050,  0.003774
  393,   201,  174045.0000,  3438015.0000,  31.03070229,  29.58550446,  -0.486006,  0.624196,  -0.345292,  0.143241,  0.121799,  0.067565,  0.032123,  0.015633,  0.005407,  0.003614
  394,   201,  174075.0000,  3438015.0000,  31.03071061,  29.58581825,  -0.489796,  0.621271,  -0.341601,  0.142705,  0.120139,  0.066922,  0.031855,  0.015633,  0.005354,  0.003560
  395,   201,  174105.0000,  3438015.0000,  31.03071892,  29.58613204,  -0.462577,  0.614365,  -0.332213,  0.143696,  0.121049,  0.066789,  0.031828,  0.015954,  0.005862,  0.003748
  396,   201,  174135.0000,  3438015.0000,  31.03072722,  29.58644583,  -0.465649,  0.625244,  -0.341714,  0.142572,  0.120300,  0.066869,  0.031427,  0.015419,  0.005621,  0.003453
  397,   201,  174165.0000,  3438015.0000,  31.03073553,  29.58675961,  -0.484198,  0.610226,  -0.337846,  0.142411,  0.120166,  0.064915,  0.031748,  0.015713,  0.005461,  0.003560
  398,   201,  174195.0000,  3438015.0000,  31.03074384,  29.58707340,  -0.445013,  0.617597,  -0.355023,  0.140885,  0.118078,  0.063978,  0.031775,  0.015124,  0.005809,  0.003346
  399,   201,  174225.0000,  3438015.0000,  31.03075215,  29.58738719,  -0.471981,  0.602556,  -0.337073,  0.139841,  0.117168,  0.063790,  0.031909,  0.015820,  0.005675,  0.003641
  377,   202,  173565.0000,  3437985.0000,  31.03029901,  29.58049353,  -0.470298,  0.610747,  -0.333707,  0.143615,  0.121852,  0.065798,  0.031828,  0.015901,  0.005729,  0.003533
  378,   202,  173595.0000,  3437985.0000,  31.03030733,  29.58080731,  -0.469337,  0.618584,  -0.338964,  0.144017,  0.121959,  0.066681,  0.031828,  0.015713,  0.005675,  0.003667
  379,   202,  173625.0000,  3437985.0000,  31.03031565,  29.58112110,  -0.475001,  0.627290,  -0.337451,  0.146132,  0.124958,  0.068957,  0.031882,  0.015794,  0.005621,  0.003908
  380,   202,  173655.0000,  3437985.0000,  31.03032397,  29.58143488,  -0.481669,  0.630401,  -0.339346,  0.146373,  0.125627,  0.069198,  0.031802,  0.015687,  0.005488,  0.003667
  381,   202,  173685.0000,  3437985.0000,  31.03033229,  29.58174867,  -0.475534,  0.622230,  -0.334842,  0.142973,  0.121638,  0.067592,  0.031587,  0.015740,  0.005595,  0.003480
  382,   202,  173715.0000,  3437985.0000,  31.03034061,  29.58206245,  -0.484198,  0.619819,  -0.338219,  0.142946,  0.121130,  0.066949,  0.031775,  0.015713,  0.005461,  0.003721
  383,   202,  173745.0000,  3437985.0000,  31.03034893,  29.58237624,  -0.468194,  0.624471,  -0.346546,  0.144071,  0.121986,  0.066815,  0.031828,  0.015446,  0.005595,  0.003641
  384,   202,  173775.0000,  3437985.0000,  31.03035725,  29.58269003,  -0.477041,  0.618326,  -0.341297,  0.143294,  0.120460,  0.065718,  0.031561,  0.015499,  0.005488,  0.003293
  385,   202,  173805.0000,  3437985.0000,  31.03036557,  29.58300381,  -0.484537,  0.619928,  -0.342841,  0.142839,  0.119149,  0.065718,  0.031507,  0.015419,  0.005354,  0.003614
  386,   202,  173835.0000,  3437985.0000,  31.03037389,  29.58331760,  -0.474904,  0.621533,  -0.348864,  0.142491,  0.119577,  0.065718,  0.031775,  0.015339,  0.005461,  0.003480
  387,   202,  173865.0000,  3437985.0000,  31.03038220,  29.58363139,  -0.478482,  0.612861,  -0.340113,  0.141394,  0.117998,  0.065129,  0.031748,  0.015633,  0.005514,  0.003453
  388,   202,  173895.0000,  3437985.0000,  31.03039052,  29.58394517,  -0.466834,  0.614854,  -0.338601,  0.141635,  0.118212,  0.065771,  0.031748,  0.015687,  0.005702,  0.003453
  389,   202,  173925.0000,  3437985.0000,  31.03039883,  29.58425896,  -0.459325,  0.619824,  -0.342728,  0.142304,  0.119149,  0.066494,  0.031882,  0.015606,  0.005782,  0.003748
  390,   202,  173955.0000,  3437985.0000,  31.03040714,  29.58457275,  -0.468828,  0.617533,  -0.339686,  0.143053,  0.119764,  0.066681,  0.031989,  0.015767,  0.005702,  0.003667
  391,   202,  173985.0000,  3437985.0000,  31.03041546,  29.58488654,  -0.464374,  0.614365,  -0.335563,  0.143268,  0.120460,  0.066789,  0.032069,  0.015954,  0.005836,  0.003533
  392,   202,  174015.0000,  3437985.0000,  31.03042377,  29.58520032,  -0.457628,  0.610608,  -0.330367,  0.143642,  0.120755,  0.066655,  0.032016,  0.016115,  0.005996,  0.003614
  393,   202,  174045.0000,  3437985.0000,  31.03043208,  29.58551411,  -0.471745,  0.613424,  -0.334814,  0.143749,  0.120487,  0.066922,  0.032176,  0.016035,  0.005755,  0.003667
  394,   202,  174075.0000,  3437985.0000,  31.03044039,  29.58582790,  -0.493065,  0.614332,  -0.341124,  0.142036,  0.119497,  0.066333,  0.032257,  0.015847,  0.005381,  0.003721
  395,   202,  174105.0000,  3437985.0000,  31.03044870,  29.58614169,  -0.478153,  0.610783,  -0.341491,  0.142143,  0.119898,  0.065584,  0.032283,  0.015847,  0.005595,  0.003614
  396,   202,  174135.0000,  3437985.0000,  31.03045701,  29.58645547,  -0.468983,  0.608336,  -0.335951,  0.142331,  0.120460,  0.065075,  0.031882,  0.015847,  0.005729,  0.003480
  397,   202,  174165.0000,  3437985.0000,  31.03046532,  29.58676926,  -0.465668,  0.606700,  -0.338219,  0.141768,  0.118453,  0.064192,  0.031775,  0.015713,  0.005729,  0.003667
  398,   202,  174195.0000,  3437985.0000,  31.03047363,  29.58708305,  -0.458178,  0.607659,  -0.341601,  0.141180,  0.117676,  0.064058,  0.031855,  0.015633,  0.005809,  0.003721
  399,   202,  174225.0000,  3437985.0000,  31.03048193,  29.58739684,  -0.470298,  0.599326,  -0.335571,  0.141340,  0.117891,  0.063469,  0.031962,  0.015901,  0.005729,  0.003587
  377,   203,  173565.0000,  3437955.0000,  31.03002880,  29.58050319,  -0.496241,  0.608909,  -0.329590,  0.143723,  0.121237,  0.065745,  0.031694,  0.015981,  0.005381,  0.003801
